SongID,ContentCN,ContentEN,RowNum,Chapter,Type
H109,使我得勝有餘﹐靠復活大能﹐,"Make us more than conqu'rors, through Thy deathless love;",6,3,Verse
H109,直到進入國度﹐不再有戰爭。,Bring us safe through Jordan to Thy home above.,7,3,Verse
H109,直到進入國度﹐不再有戰爭。,Bring us safe through Jordan to Thy home above.,8,3,Verse
H11,仰看穹蒼﹐浩大無窮﹐蔚藍、深邃﹐沒有止境﹔,"The spacious firmament on high, with all the blue ethereal sky,",1,1,Verse
H11,仰看穹蒼﹐浩大無窮﹐蔚藍、深邃﹐沒有止境﹔,"The spacious firmament on high, with all the blue ethereal sky,",2,1,Verse
H11,仰看穹蒼﹐浩大無窮﹐蔚藍、深邃﹐沒有止境﹔,"The spacious firmament on high, with all the blue ethereal sky,",3,1,Verse
H11,仰看穹蒼﹐浩大無窮﹐蔚藍、深邃﹐沒有止境﹔,"The spacious firmament on high, with all the blue ethereal sky,",4,1,Verse
H11,仰看穹蒼﹐浩大無窮﹐蔚藍、深邃﹐沒有止境﹔,"The spacious firmament on high, with all the blue ethereal sky,",5,1,Verse
H11,仰看穹蒼﹐浩大無窮﹐蔚藍、深邃﹐沒有止境﹔,"The spacious firmament on high, with all the blue ethereal sky,",6,1,Verse
H11,仰看穹蒼﹐浩大無窮﹐蔚藍、深邃﹐沒有止境﹔,"The spacious firmament on high, with all the blue ethereal sky,",7,1,Verse
H11,仰看穹蒼﹐浩大無窮﹐蔚藍、深邃﹐沒有止境﹔,"The spacious firmament on high, with all the blue ethereal sky,",8,1,Verse
H11,仰看穹蒼﹐浩大無窮﹐蔚藍、深邃﹐沒有止境﹔,"The spacious firmament on high, with all the blue ethereal sky,",9,1,Verse
H11,其中千萬星光閃爍﹐共同宣告神的創作。,"And spangled heav'ns, a shining frame, their great Original proclaim.",10,1,Verse
H11,其中千萬星光閃爍﹐共同宣告神的創作。,"And spangled heav'ns, a shining frame, their great Original proclaim.",11,1,Verse
H11,其中千萬星光閃爍﹐共同宣告神的創作。,"And spangled heav'ns, a shining frame, their great Original proclaim.",12,1,Verse
H11,其中千萬星光閃爍﹐共同宣告神的創作。,"And spangled heav'ns, a shining frame, their great Original proclaim.",13,1,Verse
H11,其中千萬星光閃爍﹐共同宣告神的創作。,"And spangled heav'ns, a shining frame, their great Original proclaim.",14,1,Verse
H11,其中千萬星光閃爍﹐共同宣告神的創作。,"And spangled heav'ns, a shining frame, their great Original proclaim.",15,1,Verse
H11,其中千萬星光閃爍﹐共同宣告神的創作。,"And spangled heav'ns, a shining frame, their great Original proclaim.",16,1,Verse
H11,其中千萬星光閃爍﹐共同宣告神的創作。,"And spangled heav'ns, a shining frame, their great Original proclaim.",17,1,Verse
H11,其中千萬星光閃爍﹐共同宣告神的創作。,"And spangled heav'ns, a shining frame, their great Original proclaim.",18,1,Verse
H11,不息太陽日日奔馳﹐將主創造大能顯示﹐,"Th'unwearied sun, from day to day, does his Creator's pow'r display;",19,1,Verse
H11,不息太陽日日奔馳﹐將主創造大能顯示﹐,"Th'unwearied sun, from day to day, does his Creator's pow'r display;",20,1,Verse
H11,不息太陽日日奔馳﹐將主創造大能顯示﹐,"Th'unwearied sun, from day to day, does his Creator's pow'r display;",21,1,Verse
H11,不息太陽日日奔馳﹐將主創造大能顯示﹐,"Th'unwearied sun, from day to day, does his Creator's pow'r display;",22,1,Verse
H11,不息太陽日日奔馳﹐將主創造大能顯示﹐,"Th'unwearied sun, from day to day, does his Creator's pow'r display;",23,1,Verse
H11,不息太陽日日奔馳﹐將主創造大能顯示﹐,"Th'unwearied sun, from day to day, does his Creator's pow'r display;",24,1,Verse
H11,不息太陽日日奔馳﹐將主創造大能顯示﹐,"Th'unwearied sun, from day to day, does his Creator's pow'r display;",25,1,Verse
H11,不息太陽日日奔馳﹐將主創造大能顯示﹐,"Th'unwearied sun, from day to day, does his Creator's pow'r display;",26,1,Verse
H11,不息太陽日日奔馳﹐將主創造大能顯示﹐,"Th'unwearied sun, from day to day, does his Creator's pow'r display;",27,1,Verse
H11,普照天下一切受造﹐說明全能手段奇妙。,And publishes to every land the work of an almighty hand.,28,1,Verse
H11,普照天下一切受造﹐說明全能手段奇妙。,And publishes to every land the work of an almighty hand.,29,1,Verse
H11,普照天下一切受造﹐說明全能手段奇妙。,And publishes to every land the work of an almighty hand.,30,1,Verse
H11,普照天下一切受造﹐說明全能手段奇妙。,And publishes to every land the work of an almighty hand.,31,1,Verse
H11,普照天下一切受造﹐說明全能手段奇妙。,And publishes to every land the work of an almighty hand.,32,1,Verse
H11,普照天下一切受造﹐說明全能手段奇妙。,And publishes to every land the work of an almighty hand.,33,1,Verse
H11,夕陽西下﹐夜色來襲﹐明月溫柔靜照大地﹔,"Soon as the evening shades prevail, the moon takes up the wondrous tale;",34,1,Verse
H11,夕陽西下﹐夜色來襲﹐明月溫柔靜照大地﹔,"Soon as the evening shades prevail, the moon takes up the wondrous tale;",35,1,Verse
H11,夕陽西下﹐夜色來襲﹐明月溫柔靜照大地﹔,"Soon as the evening shades prevail, the moon takes up the wondrous tale;",36,1,Verse
H11,長夜漫漫﹐一再自述﹕當初主怎將它造出。,And nightly to the listening earth repeats the story of her birth;,37,1,Verse
H11,長夜漫漫﹐一再自述﹕當初主怎將它造出。,And nightly to the listening earth repeats the story of her birth;,38,1,Verse
H11,普照天下一切受造﹐說明全能手段奇妙。,And publishes to every land the work of an almighty hand.,1,2,Verse
H11,普照天下一切受造﹐說明全能手段奇妙。,And publishes to every land the work of an almighty hand.,2,2,Verse
H11,普照天下一切受造﹐說明全能手段奇妙。,And publishes to every land the work of an almighty hand.,3,2,Verse
H11,夕陽西下﹐夜色來襲﹐明月溫柔靜照大地﹔,"Soon as the evening shades prevail, the moon takes up the wondrous tale;",4,2,Verse
H11,夕陽西下﹐夜色來襲﹐明月溫柔靜照大地﹔,"Soon as the evening shades prevail, the moon takes up the wondrous tale;",5,2,Verse
H11,夕陽西下﹐夜色來襲﹐明月溫柔靜照大地﹔,"Soon as the evening shades prevail, the moon takes up the wondrous tale;",6,2,Verse
H11,夕陽西下﹐夜色來襲﹐明月溫柔靜照大地﹔,"Soon as the evening shades prevail, the moon takes up the wondrous tale;",7,2,Verse
H11,夕陽西下﹐夜色來襲﹐明月溫柔靜照大地﹔,"Soon as the evening shades prevail, the moon takes up the wondrous tale;",8,2,Verse
H11,夕陽西下﹐夜色來襲﹐明月溫柔靜照大地﹔,"Soon as the evening shades prevail, the moon takes up the wondrous tale;",9,2,Verse
H11,長夜漫漫﹐一再自述﹕當初主怎將它造出。,And nightly to the listening earth repeats the story of her birth;,10,2,Verse
H11,長夜漫漫﹐一再自述﹕當初主怎將它造出。,And nightly to the listening earth repeats the story of her birth;,11,2,Verse
H11,長夜漫漫﹐一再自述﹕當初主怎將它造出。,And nightly to the listening earth repeats the story of her birth;,12,2,Verse
H11,長夜漫漫﹐一再自述﹕當初主怎將它造出。,And nightly to the listening earth repeats the story of her birth;,13,2,Verse
H11,長夜漫漫﹐一再自述﹕當初主怎將它造出。,And nightly to the listening earth repeats the story of her birth;,14,2,Verse
H11,長夜漫漫﹐一再自述﹕當初主怎將它造出。,And nightly to the listening earth repeats the story of her birth;,15,2,Verse
H11,長夜漫漫﹐一再自述﹕當初主怎將它造出。,And nightly to the listening earth repeats the story of her birth;,16,2,Verse
H11,四圍星辰發光如熾﹐一一述說自己故事﹐,"While all the stars that round her burn, and all the planets in their turn,",17,2,Verse
H11,四圍星辰發光如熾﹐一一述說自己故事﹐,"While all the stars that round her burn, and all the planets in their turn,",18,2,Verse
H11,四圍星辰發光如熾﹐一一述說自己故事﹐,"While all the stars that round her burn, and all the planets in their turn,",19,2,Verse
H11,四圍星辰發光如熾﹐一一述說自己故事﹐,"While all the stars that round her burn, and all the planets in their turn,",20,2,Verse
H11,四圍星辰發光如熾﹐一一述說自己故事﹐,"While all the stars that round her burn, and all the planets in their turn,",21,2,Verse
H11,四圍星辰發光如熾﹐一一述說自己故事﹐,"While all the stars that round her burn, and all the planets in their turn,",22,2,Verse
H11,一面運行﹐一面傳揚﹐信息傳遍地極、四方。,"Confirm the tidings as they roll, and spread the truth from pole to pole.",23,2,Verse
H11,一面運行﹐一面傳揚﹐信息傳遍地極、四方。,"Confirm the tidings as they roll, and spread the truth from pole to pole.",24,2,Verse
H11,一面運行﹐一面傳揚﹐信息傳遍地極、四方。,"Confirm the tidings as they roll, and spread the truth from pole to pole.",25,2,Verse
H11,一面運行﹐一面傳揚﹐信息傳遍地極、四方。,"Confirm the tidings as they roll, and spread the truth from pole to pole.",26,2,Verse
H11,一面運行﹐一面傳揚﹐信息傳遍地極、四方。,"Confirm the tidings as they roll, and spread the truth from pole to pole.",27,2,Verse
H11,一面運行﹐一面傳揚﹐信息傳遍地極、四方。,"Confirm the tidings as they roll, and spread the truth from pole to pole.",28,2,Verse
H11,雖然星辰奔馳夜空﹐莊嚴靜默﹐來復運行﹔,What though in solemn silence all move round the dark terrestrial ball?,29,2,Verse
H11,雖然星辰奔馳夜空﹐莊嚴靜默﹐來復運行﹔,What though in solemn silence all move round the dark terrestrial ball?,30,2,Verse
H11,雖然星辰奔馳夜空﹐莊嚴靜默﹐來復運行﹔,What though in solemn silence all move round the dark terrestrial ball?,31,2,Verse
H11,僅依軌道發出光明﹐無言無語﹐無聲可聽﹔,What though no real voice nor sound amid the radiant orbs be found?,32,2,Verse
H11,僅依軌道發出光明﹐無言無語﹐無聲可聽﹔,What though no real voice nor sound amid the radiant orbs be found?,33,2,Verse
H11,僅依軌道發出光明﹐無言無語﹐無聲可聽﹔,What though no real voice nor sound amid the radiant orbs be found?,34,2,Verse
H11,但在智者耳中常聞它們發出榮耀聲音﹐,"In reason's ear they all rejoice, and utter forth a glorious voice,",35,2,Verse
H11,但在智者耳中常聞它們發出榮耀聲音﹐,"In reason's ear they all rejoice, and utter forth a glorious voice,",36,2,Verse
H11,但在智者耳中常聞它們發出榮耀聲音﹐,"In reason's ear they all rejoice, and utter forth a glorious voice,",37,2,Verse
H11,"一面照耀﹐一面稱頌﹕""造我的手何其神聖﹗""","Forever singing as they shine, ""The hand that made us is divine.""",38,2,Verse
H11,四圍星辰發光如熾﹐一一述說自己故事﹐,"While all the stars that round her burn, and all the planets in their turn,",1,3,Verse
H11,四圍星辰發光如熾﹐一一述說自己故事﹐,"While all the stars that round her burn, and all the planets in their turn,",2,3,Verse
H11,四圍星辰發光如熾﹐一一述說自己故事﹐,"While all the stars that round her burn, and all the planets in their turn,",3,3,Verse
H11,一面運行﹐一面傳揚﹐信息傳遍地極、四方。,"Confirm the tidings as they roll, and spread the truth from pole to pole.",4,3,Verse
H11,一面運行﹐一面傳揚﹐信息傳遍地極、四方。,"Confirm the tidings as they roll, and spread the truth from pole to pole.",5,3,Verse
H11,一面運行﹐一面傳揚﹐信息傳遍地極、四方。,"Confirm the tidings as they roll, and spread the truth from pole to pole.",6,3,Verse
H11,雖然星辰奔馳夜空﹐莊嚴靜默﹐來復運行﹔,What though in solemn silence all move round the dark terrestrial ball?,7,3,Verse
H11,雖然星辰奔馳夜空﹐莊嚴靜默﹐來復運行﹔,What though in solemn silence all move round the dark terrestrial ball?,8,3,Verse
H11,雖然星辰奔馳夜空﹐莊嚴靜默﹐來復運行﹔,What though in solemn silence all move round the dark terrestrial ball?,9,3,Verse
H11,雖然星辰奔馳夜空﹐莊嚴靜默﹐來復運行﹔,What though in solemn silence all move round the dark terrestrial ball?,10,3,Verse
H11,雖然星辰奔馳夜空﹐莊嚴靜默﹐來復運行﹔,What though in solemn silence all move round the dark terrestrial ball?,11,3,Verse
H11,雖然星辰奔馳夜空﹐莊嚴靜默﹐來復運行﹔,What though in solemn silence all move round the dark terrestrial ball?,12,3,Verse
H11,僅依軌道發出光明﹐無言無語﹐無聲可聽﹔,What though no real voice nor sound amid the radiant orbs be found?,13,3,Verse
H11,僅依軌道發出光明﹐無言無語﹐無聲可聽﹔,What though no real voice nor sound amid the radiant orbs be found?,14,3,Verse
H11,僅依軌道發出光明﹐無言無語﹐無聲可聽﹔,What though no real voice nor sound amid the radiant orbs be found?,15,3,Verse
H11,但在智者耳中常聞它們發出榮耀聲音﹐,"In reason's ear they all rejoice, and utter forth a glorious voice,",16,3,Verse
H11,但在智者耳中常聞它們發出榮耀聲音﹐,"In reason's ear they all rejoice, and utter forth a glorious voice,",17,3,Verse
H11,但在智者耳中常聞它們發出榮耀聲音﹐,"In reason's ear they all rejoice, and utter forth a glorious voice,",18,3,Verse
H11,"一面照耀﹐一面稱頌﹕""造我的手何其神聖﹗""","Forever singing as they shine, ""The hand that made us is divine.""",19,3,Verse
H11,"一面照耀﹐一面稱頌﹕""造我的手何其神聖﹗""","Forever singing as they shine, ""The hand that made us is divine.""",20,3,Verse
H11,"一面照耀﹐一面稱頌﹕""造我的手何其神聖﹗""","Forever singing as they shine, ""The hand that made us is divine.""",21,3,Verse
H11,"一面照耀﹐一面稱頌﹕""造我的手何其神聖﹗""","Forever singing as they shine, ""The hand that made us is divine.""",22,3,Verse
H11,"一面照耀﹐一面稱頌﹕""造我的手何其神聖﹗""","Forever singing as they shine, ""The hand that made us is divine.""",23,3,Verse
H11,僅依軌道發出光明﹐無言無語﹐無聲可聽﹔,What though no real voice nor sound amid the radiant orbs be found?,1,4,Verse
H11,僅依軌道發出光明﹐無言無語﹐無聲可聽﹔,What though no real voice nor sound amid the radiant orbs be found?,2,4,Verse
H11,僅依軌道發出光明﹐無言無語﹐無聲可聽﹔,What though no real voice nor sound amid the radiant orbs be found?,3,4,Verse
H11,但在智者耳中常聞它們發出榮耀聲音﹐,"In reason's ear they all rejoice, and utter forth a glorious voice,",4,4,Verse
H11,但在智者耳中常聞它們發出榮耀聲音﹐,"In reason's ear they all rejoice, and utter forth a glorious voice,",5,4,Verse
H11,但在智者耳中常聞它們發出榮耀聲音﹐,"In reason's ear they all rejoice, and utter forth a glorious voice,",6,4,Verse
H11,"一面照耀﹐一面稱頌﹕""造我的手何其神聖﹗""","Forever singing as they shine, ""The hand that made us is divine.""",7,4,Verse
H11,"一面照耀﹐一面稱頌﹕""造我的手何其神聖﹗""","Forever singing as they shine, ""The hand that made us is divine.""",8,4,Verse
H11,"一面照耀﹐一面稱頌﹕""造我的手何其神聖﹗""","Forever singing as they shine, ""The hand that made us is divine.""",9,4,Verse
H110,忠心聖徒當高聲﹐歡然唱出凱歌﹔,"Come, ye faithful, raise the strain of triumphant gladness;",1,1,Verse
H110,忠心聖徒當高聲﹐歡然唱出凱歌﹔,"Come, ye faithful, raise the strain of triumphant gladness;",2,1,Verse
H110,忠心聖徒當高聲﹐歡然唱出凱歌﹔,"Come, ye faithful, raise the strain of triumphant gladness;",3,1,Verse
H110,忠心聖徒當高聲﹐歡然唱出凱歌﹔,"Come, ye faithful, raise the strain of triumphant gladness;",4,1,Verse
H110,神已拯救祂子民﹐轉悲哀為喜樂。,God hath brought His people forth into joy from sadness.,5,1,Verse
H110,神已拯救祂子民﹐轉悲哀為喜樂。,God hath brought His people forth into joy from sadness.,6,1,Verse
H110,神已拯救祂子民﹐轉悲哀為喜樂。,God hath brought His people forth into joy from sadness.,7,1,Verse
H110,神已拯救祂子民﹐轉悲哀為喜樂。,God hath brought His people forth into joy from sadness.,8,1,Verse
H110,愛主的人當歡欣﹐唱出真摯感覺﹔,"Now rejoice, Jerusalem, and with true affection",9,1,Verse
H110,愛主的人當歡欣﹐唱出真摯感覺﹔,"Now rejoice, Jerusalem, and with true affection",10,1,Verse
H110,愛主的人當歡欣﹐唱出真摯感覺﹔,"Now rejoice, Jerusalem, and with true affection",11,1,Verse
H110,愛主的人當歡欣﹐唱出真摯感覺﹔,"Now rejoice, Jerusalem, and with true affection",12,1,Verse
H110,歡迎復活的耶穌﹐歌聲永不斷絕。,Welcome in unwearied strains Jesus' resurrection.,13,1,Verse
H110,歡迎復活的耶穌﹐歌聲永不斷絕。,Welcome in unwearied strains Jesus' resurrection.,14,1,Verse
H110,歡迎復活的耶穌﹐歌聲永不斷絕。,Welcome in unwearied strains Jesus' resurrection.,15,1,Verse
H110,歡迎復活的耶穌﹐歌聲永不斷絕。,Welcome in unwearied strains Jesus' resurrection.,16,1,Verse
H110,基督拆毀陰府門﹐亡魂今得回春﹔,"'Tis the spring of souls today, Christ hath burst His prison,",17,1,Verse
H110,基督拆毀陰府門﹐亡魂今得回春﹔,"'Tis the spring of souls today, Christ hath burst His prison,",18,1,Verse
H110,主曾死亡三日久﹐如今旭日東升。,And from three day's sleep in death as a sun hath risen.,19,1,Verse
H110,主曾死亡三日久﹐如今旭日東升。,And from three day's sleep in death as a sun hath risen.,20,1,Verse
H110,罪惡嚴冬暗且長﹐晨曦光中逃遁﹔,"All the winter of our sins, long and dark is flying",21,1,Verse
H110,罪惡嚴冬暗且長﹐晨曦光中逃遁﹔,"All the winter of our sins, long and dark is flying",22,1,Verse
H110,在主光中我頌揚—永不再死之名。,"From His light, to whom we give laud and praise undying.",23,1,Verse
H110,在主光中我頌揚—永不再死之名。,"From His light, to whom we give laud and praise undying.",24,1,Verse
H110,阿利路亞﹗同歡欣﹐歌頌不朽君王—,"Alleluia! now we cry to our King Immortal,",25,1,Verse
H110,阿利路亞﹗同歡欣﹐歌頌不朽君王—,"Alleluia! now we cry to our King Immortal,",26,1,Verse
H110,突破墳墓的拘禁﹐永遠得勝死亡。,"Who, triumphant, burst the bars of the tomb's dark portal;",27,1,Verse
H110,突破墳墓的拘禁﹐永遠得勝死亡。,"Who, triumphant, burst the bars of the tomb's dark portal;",28,1,Verse
H110,阿利路亞﹗同頌讚—聖父、聖子、聖靈﹔,"Alleluia! with the Son, God the Father praising;",29,1,Verse
H110,阿利路亞﹗同頌讚—聖父、聖子、聖靈﹔,"Alleluia! with the Son, God the Father praising;",30,1,Verse
H110,阿利路亞﹗歸與神﹐永遠讚美不停。,Alleluia! yet again to the Spirit raising.,31,1,Verse
H110,阿利路亞﹗歸與神﹐永遠讚美不停。,Alleluia! yet again to the Spirit raising.,32,1,Verse
H110,基督拆毀陰府門﹐亡魂今得回春﹔,"'Tis the spring of souls today, Christ hath burst His prison,",1,2,Verse
H110,基督拆毀陰府門﹐亡魂今得回春﹔,"'Tis the spring of souls today, Christ hath burst His prison,",2,2,Verse
H110,主曾死亡三日久﹐如今旭日東升。,And from three day's sleep in death as a sun hath risen.,3,2,Verse
H110,主曾死亡三日久﹐如今旭日東升。,And from three day's sleep in death as a sun hath risen.,4,2,Verse
H110,罪惡嚴冬暗且長﹐晨曦光中逃遁﹔,"All the winter of our sins, long and dark is flying",5,2,Verse
H110,罪惡嚴冬暗且長﹐晨曦光中逃遁﹔,"All the winter of our sins, long and dark is flying",6,2,Verse
H110,在主光中我頌揚—永不再死之名。,"From His light, to whom we give laud and praise undying.",7,2,Verse
H110,在主光中我頌揚—永不再死之名。,"From His light, to whom we give laud and praise undying.",8,2,Verse
H110,阿利路亞﹗同歡欣﹐歌頌不朽君王—,"Alleluia! now we cry to our King Immortal,",1,3,Verse
H110,阿利路亞﹗同歡欣﹐歌頌不朽君王—,"Alleluia! now we cry to our King Immortal,",2,3,Verse
H110,突破墳墓的拘禁﹐永遠得勝死亡。,"Who, triumphant, burst the bars of the tomb's dark portal;",3,3,Verse
H110,突破墳墓的拘禁﹐永遠得勝死亡。,"Who, triumphant, burst the bars of the tomb's dark portal;",4,3,Verse
H110,阿利路亞﹗同頌讚—聖父、聖子、聖靈﹔,"Alleluia! with the Son, God the Father praising;",5,3,Verse
H110,阿利路亞﹗同頌讚—聖父、聖子、聖靈﹔,"Alleluia! with the Son, God the Father praising;",6,3,Verse
H110,阿利路亞﹗歸與神﹐永遠讚美不停。,Alleluia! yet again to the Spirit raising.,7,3,Verse
H110,阿利路亞﹗歸與神﹐永遠讚美不停。,Alleluia! yet again to the Spirit raising.,8,3,Verse
H111,救主基督已復活﹐阿利路亞﹗,"Christ the Lord is risen today, Alleluia!",1,1,Verse
H111,救主基督已復活﹐阿利路亞﹗,"Christ the Lord is risen today, Alleluia!",2,1,Verse
H111,救主基督已復活﹐阿利路亞﹗,"Christ the Lord is risen today, Alleluia!",3,1,Verse
H111,救主基督已復活﹐阿利路亞﹗,"Christ the Lord is risen today, Alleluia!",4,1,Verse
H111,死亡捆索全解脫﹐阿利路亞﹗,Sons of men and angels say: Alleluia!,5,1,Verse
H111,死亡捆索全解脫﹐阿利路亞﹗,Sons of men and angels say: Alleluia!,6,1,Verse
H111,死亡捆索全解脫﹐阿利路亞﹗,Sons of men and angels say: Alleluia!,7,1,Verse
H111,死亡捆索全解脫﹐阿利路亞﹗,Sons of men and angels say: Alleluia!,8,1,Verse
H111,天使讚美樂歡騰﹐阿利路亞﹗,"Raise your joys and triumphs high, Alleluia!",9,1,Verse
H111,天使讚美樂歡騰﹐阿利路亞﹗,"Raise your joys and triumphs high, Alleluia!",10,1,Verse
H111,天使讚美樂歡騰﹐阿利路亞﹗,"Raise your joys and triumphs high, Alleluia!",11,1,Verse
H111,天使讚美樂歡騰﹐阿利路亞﹗,"Raise your joys and triumphs high, Alleluia!",12,1,Verse
H111,罪人蒙恩也響應﹐阿利路亞﹗,"Sing, ye heav'ns, and earth reply, Alleluia!",13,1,Verse
H111,罪人蒙恩也響應﹐阿利路亞﹗,"Sing, ye heav'ns, and earth reply, Alleluia!",14,1,Verse
H111,罪人蒙恩也響應﹐阿利路亞﹗,"Sing, ye heav'ns, and earth reply, Alleluia!",15,1,Verse
H111,罪人蒙恩也響應﹐阿利路亞﹗,"Sing, ye heav'ns, and earth reply, Alleluia!",16,1,Verse
H111,祂從陰間已脫出﹐阿利路亞﹗,Lives again our glorious King; Alleluia!,17,1,Verse
H111,祂從陰間已脫出﹐阿利路亞﹗,Lives again our glorious King; Alleluia!,18,1,Verse
H111,死阿﹗你鉤在何處﹖阿利路亞﹗,"Where, O death, is now thy sting? Alleluia!",19,1,Verse
H111,死阿﹗你鉤在何處﹖阿利路亞﹗,"Where, O death, is now thy sting? Alleluia!",20,1,Verse
H111,祂曾死過又復生﹐阿利路亞﹗,"Dying once, He all doth save: Alleluia!",21,1,Verse
H111,祂曾死過又復生﹐阿利路亞﹗,"Dying once, He all doth save: Alleluia!",22,1,Verse
H111,墳墓﹗你今有何能﹖阿利路亞﹗,"Where thy victory, O grave? Alleluia!",23,1,Verse
H111,墳墓﹗你今有何能﹖阿利路亞﹗,"Where thy victory, O grave? Alleluia!",24,1,Verse
H111,祂曾死過救贖成﹐阿利路亞﹗,"Love's redeeming work is done, Alleluia!",25,1,Verse
H111,祂曾死過救贖成﹐阿利路亞﹗,"Love's redeeming work is done, Alleluia!",26,1,Verse
H111,毀滅仇敵勝利贏﹐阿利路亞﹗,"Fought the fight, the battle won; Alleluia!",27,1,Verse
H111,毀滅仇敵勝利贏﹐阿利路亞﹗,"Fought the fight, the battle won; Alleluia!",28,1,Verse
H111,死亡不能拘禁祂﹐阿利路亞﹗,Death in vain forbids Him rise; Alleluia!,29,1,Verse
H111,死亡不能拘禁祂﹐阿利路亞﹗,Death in vain forbids Him rise; Alleluia!,30,1,Verse
H111,祂升高天仇敵踏﹐阿利路亞﹗,Christ has opened Paradise. Alleluia!,31,1,Verse
H111,祂升高天仇敵踏﹐阿利路亞﹗,Christ has opened Paradise. Alleluia!,32,1,Verse
H111,我們與祂同復活﹐阿利路亞﹗,"Soar we now where Christ has led, Alleluia!",33,1,Verse
H111,我們與祂同復活﹐阿利路亞﹗,"Soar we now where Christ has led, Alleluia!",34,1,Verse
H111,與祂高升天上坐﹐阿利路亞﹗,Following our exalted Head; Alleluia!,35,1,Verse
H111,與祂高升天上坐﹐阿利路亞﹗,Following our exalted Head; Alleluia!,36,1,Verse
H111,與祂一樣的高昂﹐阿利路亞﹗,"Made like Him, like Him we rise; Alleluia!",37,1,Verse
H111,與祂一樣的高昂﹐阿利路亞﹗,"Made like Him, like Him we rise; Alleluia!",38,1,Verse
H111,脫開地上諸捆綁﹐阿利路亞﹗,"Ours the cross, the grave, the skies. Alleluia!",39,1,Verse
H111,脫開地上諸捆綁﹐阿利路亞﹗,"Ours the cross, the grave, the skies. Alleluia!",40,1,Verse
H111,祂從陰間已脫出﹐阿利路亞﹗,Lives again our glorious King; Alleluia!,1,2,Verse
H111,祂從陰間已脫出﹐阿利路亞﹗,Lives again our glorious King; Alleluia!,2,2,Verse
H111,死阿﹗你鉤在何處﹖阿利路亞﹗,"Where, O death, is now thy sting? Alleluia!",3,2,Verse
H111,死阿﹗你鉤在何處﹖阿利路亞﹗,"Where, O death, is now thy sting? Alleluia!",4,2,Verse
H111,祂曾死過又復生﹐阿利路亞﹗,"Dying once, He all doth save: Alleluia!",5,2,Verse
H111,祂曾死過又復生﹐阿利路亞﹗,"Dying once, He all doth save: Alleluia!",6,2,Verse
H111,墳墓﹗你今有何能﹖阿利路亞﹗,"Where thy victory, O grave? Alleluia!",7,2,Verse
H111,墳墓﹗你今有何能﹖阿利路亞﹗,"Where thy victory, O grave? Alleluia!",8,2,Verse
H111,祂曾死過救贖成﹐阿利路亞﹗,"Love's redeeming work is done, Alleluia!",1,3,Verse
H111,祂曾死過救贖成﹐阿利路亞﹗,"Love's redeeming work is done, Alleluia!",2,3,Verse
H111,毀滅仇敵勝利贏﹐阿利路亞﹗,"Fought the fight, the battle won; Alleluia!",3,3,Verse
H111,毀滅仇敵勝利贏﹐阿利路亞﹗,"Fought the fight, the battle won; Alleluia!",4,3,Verse
H111,死亡不能拘禁祂﹐阿利路亞﹗,Death in vain forbids Him rise; Alleluia!,5,3,Verse
H111,死亡不能拘禁祂﹐阿利路亞﹗,Death in vain forbids Him rise; Alleluia!,6,3,Verse
H111,祂升高天仇敵踏﹐阿利路亞﹗,Christ has opened Paradise. Alleluia!,7,3,Verse
H111,祂升高天仇敵踏﹐阿利路亞﹗,Christ has opened Paradise. Alleluia!,8,3,Verse
H111,我們與祂同復活﹐阿利路亞﹗,"Soar we now where Christ has led, Alleluia!",1,4,Verse
H111,我們與祂同復活﹐阿利路亞﹗,"Soar we now where Christ has led, Alleluia!",2,4,Verse
H111,與祂高升天上坐﹐阿利路亞﹗,Following our exalted Head; Alleluia!,3,4,Verse
H111,與祂高升天上坐﹐阿利路亞﹗,Following our exalted Head; Alleluia!,4,4,Verse
H111,與祂一樣的高昂﹐阿利路亞﹗,"Made like Him, like Him we rise; Alleluia!",5,4,Verse
H111,與祂一樣的高昂﹐阿利路亞﹗,"Made like Him, like Him we rise; Alleluia!",6,4,Verse
H111,脫開地上諸捆綁﹐阿利路亞﹗,"Ours the cross, the grave, the skies. Alleluia!",7,4,Verse
H111,脫開地上諸捆綁﹐阿利路亞﹗,"Ours the cross, the grave, the skies. Alleluia!",8,4,Verse
H112,祂是主﹐祂是主！,He is Lord! He is Lord!,1,1,Verse
H112,祂是主﹐祂是主！,He is Lord! He is Lord!,2,1,Verse
H112,祂是主﹐祂是主！,He is Lord! He is Lord!,3,1,Verse
H112,祂是主﹐祂是主！,He is Lord! He is Lord!,4,1,Verse
H112,祂已從死裡復活﹐惟祂是主！,"He is risen from the dead, and He is Lord!",5,1,Verse
H112,祂已從死裡復活﹐惟祂是主！,"He is risen from the dead, and He is Lord!",6,1,Verse
H112,祂已從死裡復活﹐惟祂是主！,"He is risen from the dead, and He is Lord!",7,1,Verse
H112,萬膝要跪拜﹐萬口要承認﹕,"Ev'ry knee shall bow, ev'ry tongue confess",8,1,Verse
H112,萬膝要跪拜﹐萬口要承認﹕,"Ev'ry knee shall bow, ev'ry tongue confess",9,1,Verse
H112,耶穌基督是主！,That Jesus Christ is Lord!,10,1,Verse
H112,祂已從死裡復活﹐惟祂是主！,"He is risen from the dead, and He is Lord!",1,2,Verse
